Price,Close,High,Low,Open,Volume
Ticker,X,X,X,X,X
Date,,,,,
2010-01-04,51.48595428466797,51.894924961520886,49.974537227247396,50.16124078952455,10339400
2010-01-05,51.414825439453125,51.96604687895141,50.916945931551226,51.628199948892025,9003200
2010-01-06,53.69973373413086,54.05535906595328,51.43260655795115,51.49484107580825,11831200
2010-01-07,54.153141021728516,54.233157291097726,52.33944117704363,53.55746698761116,12132800
2010-01-08,58.09170913696289,58.74962444577831,54.019778810578494,54.09090588986421,25997900
2010-01-11,55.949066162109375,59.0785834689308,55.83348633808503,58.85631640278275,19441300
2010-01-12,55.949066162109375,57.54049916969572,54.94441807349283,54.97998161804282,22930900
2010-01-13,56.16243362426758,56.855909090180894,54.606564355764334,56.63364205182329,13217000
2010-01-14,56.50918197631836,56.7847909768265,55.52231562753097,56.295804093529306,11051000
2010-01-15,55.15778350830078,56.571401865818544,54.784373157801966,56.242444240217665,12631800
2010-01-19,58.18062973022461,58.26064261861927,55.70012844420119,55.9312847020138,14130200
2010-01-20,56.242462158203125,56.97150132319718,55.33561542849606,56.918152609882746,15164600
2010-01-21,51.27256774902344,56.775902751980425,51.2458967850435,56.26913408720293,26907300
2010-01-22,48.89875030517578,51.983818000627004,48.2764018957138,50.054538270447466,28085900
2010-01-25,49.99231719970703,51.1125453160069,48.89876344243223,50.47241496383555,16024500
2010-01-26,44.10667037963867,47.476239399253096,43.99109057335334,46.81832749215862,41417600
2010-01-27,41.430580139160156,43.57323454008296,40.0525249951812,43.34207828151976,48032200
2010-01-28,40.52371597290039,42.37297541680054,40.21254017710925,42.02623948303957,27279900
2010-01-29,39.50130081176758,42.230739943082625,38.89673415810241,41.003824864582604,29901900
2010-02-01,42.07071304321289,42.115165781343066,40.079201886158394,40.15921477987679,19375000
2010-02-02,42.71971893310547,42.89753322061518,41.69729271509416,42.853080496619114,20656200
2010-02-03,41.62617492675781,42.79085554773896,41.43057882772364,42.044038086866735,12703800
2010-02-04,39.181236267089844,40.73710565538621,39.13678353430088,40.63930760833483,20370300
2010-02-05,39.812477111816406,39.85693323972835,37.62536992299405,39.270144909944094,28598300
2010-02-08,39.24283981323242,40.85385350586043,38.842311171936224,39.89258476674954,16556700
2010-02-09,40.951751708984375,41.38788358913197,40.00828814855766,40.45331915489241,21781900
2010-02-10,39.49205780029297,41.05856913150477,39.171634873667024,40.515630660868325,19820300
2010-02-11,41.84182357788086,42.18004817305599,39.625570545652565,39.71457540975858,23036500
2010-02-12,42.70518493652344,43.29262586630086,40.59573842441152,40.88055806337524,26302900
2010-02-16,45.51777267456055,45.90049962752458,43.65754285503206,43.81775429558991,27289100
2010-02-17,45.25965118408203,46.701554063683346,44.51199897087593,46.158615702325484,19188200
2010-02-18,45.35755920410156,45.61567800181722,44.50310048957778,44.583206206271704,16415400
2010-02-19,47.43140411376953,47.68952290493909,45.001535296100066,45.10834178387756,22371600
2010-02-22,47.61833572387695,48.17907595505288,47.0931988015766,48.009961935553086,13050300
2010-02-23,45.47327423095703,47.40470741792927,45.25965782641181,47.18219188604854,16283400
2010-02-24,46.390045166015625,46.76387308985075,45.277467314022516,45.767000889835856,16108000
2010-02-25,47.33349609375,47.52931081471679,44.547601161804195,45.22405016406201,19347300
2010-02-26,47.119873046875,47.5382032022565,46.54133488242204,47.369092673320985,12476300
2010-03-01,48.5796012878418,48.69530694060281,47.084296373021225,47.68953900022566,14105900
2010-03-02,49.22043228149414,50.1371985315283,48.748700466203736,49.309440526569844,14696500
2010-03-03,50.181705474853516,51.463393761492625,49.79007595189219,49.97699158572268,16857700
2010-03-04,50.413116455078125,51.20527117539571,49.941384631814266,50.929354099290784,21435800
2010-03-05,52.424659729003906,52.62047108473118,51.12516646568518,51.33878286639926,17877400
2010-03-08,54.32048797607422,54.364993796590454,53.01209901957814,54.08907332784987,20266600
2010-03-09,53.60845947265625,54.8100457840983,53.02101840772415,53.62626112860191,20835500
2010-03-10,53.36811828613281,54.37388932661715,52.771778358218675,54.24037866453512,16775300
2010-03-11,53.77754592895508,53.830950872777414,52.24664155453712,52.727275862986595,12631700
2010-03-12,54.64980697631836,55.13934038666873,54.22257423767829,54.36498741410298,13810200
2010-03-15,54.01785659790039,54.24037207746957,52.69166624104546,54.097962306357964,12296300
2010-03-16,55.61997985839844,55.77128877948559,54.30268501615211,54.51630140539451,14749000
2010-03-17,54.24038314819336,56.46553839805009,53.955563547837095,55.9760049221451,16637800
2010-03-18,53.34141540527344,55.16604180820533,53.1723048492563,54.320482237485564,17307100
2010-03-19,52.7272834777832,53.89326272609716,51.8372213241059,52.7272834777832,15140600
2010-03-22,53.70633316040039,53.83984379850197,51.13405490946711,51.57908584271693,13657200
2010-03-23,56.358741760253906,56.447746627698194,53.688554993108646,53.98227716724729,18209300
2010-03-24,56.5456428527832,57.43570493273416,55.397465350087664,55.72678736898066,17757100
2010-03-25,55.51318359375,58.24567792397514,55.29957054738622,57.52472285771337,21322700
2010-03-26,56.928367614746094,57.74722306684579,55.8958957777889,56.15401458585751,19336300
2010-03-29,57.76503372192383,58.121059932832345,57.33780091070657,57.756131199226445,12812800
2010-03-30,56.75926208496094,58.31686740746783,56.376535099812955,58.29016663023532,13036700
2010-03-31,56.536739349365234,57.515809598711044,56.189615708306285,56.26972142511351,11312000
2010-04-01,58.477073669433594,58.73519247748857,57.24879049134895,57.622614920683255,15637500
2010-04-05,61.37868118286133,61.42318700381201,58.87760887190795,59.34934069519177,14734600
2010-04-06,62.04621887207031,63.14989380919252,60.951446455990926,61.236266013655815,16697300
2010-04-07,59.8566780090332,62.18864322516619,59.53625510023218,62.03732750277368,19818800
2010-04-08,58.975521087646484,59.45615547270965,57.88074163434114,58.93101526304167,17296300
2010-04-09,57.515804290771484,59.972370325305995,56.89275686615454,59.740959113045676,20301000
2010-04-12,56.89277648925781,58.25457062368982,56.71476675833131,57.569225689923236,10722700
2010-04-13,57.097476959228516,57.996441453857976,56.52783444411151,56.8215565251242,9919800
2010-04-14,56.98175811767578,58.24565113813037,56.759246044757624,57.99643490020876,11451800
2010-04-15,55.14824295043945,57.435702111946114,54.89902666679428,56.90166624833011,14856200
2010-04-16,53.2346076965332,55.58437075622411,52.59376199104769,54.738811204890055,23459500
2010-04-19,51.55239486694336,52.89639053057959,50.62673286940527,52.673875007026865,21818700
2010-04-20,52.371238708496094,53.68852982192099,52.175424017542234,52.62935745651409,17891200
2010-04-21,51.60580062866211,52.967594567776814,50.35971571430827,52.54926768571711,15486600
2010-04-22,52.28224182128906,52.47805314665835,49.90577458629925,50.884841399096615,17361400
2010-04-23,52.7272834777832,52.949799016202526,51.54349918363991,52.7361826053802,14050300
2010-04-26,53.46603012084961,54.640911822223494,53.08330314589868,53.67074399658563,14774300
2010-04-27,50.404212951660156,54.07126750942981,50.03928766066023,53.44822341873509,23284200
2010-04-28,52.01521682739258,52.61156007299327,51.23196479077932,51.85500541187697,18176700
2010-04-29,50.84926223754883,52.469175418436656,50.395328544532205,52.469175418436656,16973900
2010-04-30,48.650794982910156,51.490091902358124,48.33037207883352,50.92045269302967,16474800
2010-05-03,48.92671203613281,49.27383569281576,46.81726253036874,49.00681775654559,19495600
2010-05-04,47.27119445800781,47.87643690365003,46.17641858009186,47.814132833832495,19621000
2010-05-05,47.91204833984375,49.62096608002204,45.39317076378698,45.75809611842825,23111400
2010-05-06,46.55025863647461,49.69218093350998,43.52404878699579,47.88535211588775,25163000
2010-05-07,46.47904968261719,48.18796749569382,44.61881952830809,46.888477484252064,22258900
2010-05-10,49.52596664428711,49.99815052255515,48.52814276247552,49.846696598797905,15351100
2010-05-11,47.182861328125,48.87560132186594,46.951224905116774,48.51923393416113,18236200
2010-05-12,49.02705764770508,49.11615119826944,47.1561372672823,47.52141232816756,16273600
2010-05-13,49.8734245300293,51.63743593672305,49.65069576556941,50.16742813043054,23121100
2010-05-14,47.04923629760742,49.04488458501554,45.908862449087906,48.804337055997486,25878700
2010-05-17,45.570308685302734,46.773042709841526,43.57465736764475,46.541406279411824,24880600
2010-05-18,43.191551208496094,47.25412411866543,42.853002616339374,46.612664343751746,28053200
2010-05-19,43.922115325927734,44.22502660673709,42.247193926242375,42.46101505328431,28453400
2010-05-20,40.69700622558594,43.173749370776925,40.42973234781101,42.29174523426249,27394100
2010-05-21,41.96209716796875,42.85301221101327,40.25154191663742,40.28717933401629,25092000
2010-05-24,40.66135787963867,42.220459046180466,40.50990396906004,41.92645887917513,14416400
2010-05-25,42.14918899536133,42.487734241337044,38.8528028843231,39.039894214768246,24330800
2010-05-26,40.19810104370117,43.31630487755656,40.0377360032171,43.25394107276525,22775000
2010-05-27,43.53011703491211,43.59248082676726,41.27610267582008,41.76610535406986,18609200
2010-05-28,42.06010818481445,43.36084363564074,41.45428554223773,43.29847983995537,14062100
2010-06-01,39.209163665771484,41.516633416969015,39.209163665771484,41.02663089653253,14489300
2010-06-02,40.83953857421875,40.83953857421875,39.51207389662624,39.797166388707616,12379600
2010-06-03,40.34063720703125,41.561193418657545,39.20026689402083,41.4453734966888,14404300
2010-06-04,37.4095344543457,39.44082022430347,36.874983242175894,38.81717884272476,25928700
2010-06-07,35.90387725830078,37.79261628755916,35.89496960281906,37.534253495733324,15421700
2010-06-08,36.8304328918457,36.97297918166347,35.7256965968293,36.20679159942862,18040800
2010-06-09,36.8304328918457,38.594444502804905,36.56315902325885,37.59662047408055,17225800
2010-06-10,38.47862243652344,38.540986222433524,37.614437089524486,38.104439721062924,11524900
2010-06-11,39.93080520629883,39.948623911975666,38.15788647358611,38.37170414456695,12892200
2010-06-14,39.69918441772461,41.21373761067599,39.619001909980085,41.13355510293146,12788800
2010-06-15,40.90190887451172,40.98209136312154,39.18244259543419,40.08226867856343,10631600
2010-06-16,40.367347717285156,40.88407649442082,39.80607048470799,40.30498395795102,9220500
2010-06-17,39.28935623168945,40.5366387844869,38.754808508245716,40.46536394212291,12822900
2010-06-18,38.67462921142578,39.512088287099715,38.30935411050109,39.467543206220476,11058200
2010-06-21,40.064456939697266,41.20482728846202,39.74372692946425,40.09118330769278,16931500
2010-06-22,38.834983825683594,40.554449996197384,38.65680015129292,40.536631288901226,11462400
2010-06-23,39.25372314453125,39.70808838042922,37.95298442896302,38.8706293541242,13332300
2010-06-24,37.46298599243164,39.02208769697993,37.32935074261356,38.94190518766028,14014900
2010-06-25,38.523162841796875,38.852800412356586,36.964061723474835,37.59661050439423,12952400
2010-06-28,37.017513275146484,38.638978115122356,36.8126032567507,38.59443305000512,10766400
2010-06-29,34.84369659423828,36.45625105048291,34.47842147115045,35.7969756568961,16318800
2010-06-30,34.34477233886719,35.71678224527949,34.20222607577052,34.710047350463086,11562000
2010-07-01,33.97949981689453,35.1822371860556,32.963857193094896,34.34477485525355,19390800
2010-07-02,33.55186080932617,34.48732093663616,32.9014932275093,34.48732093663616,10126600
2010-07-06,34.05075454711914,35.5296725363176,33.587478582017674,34.90603168335143,12633900
2010-07-07,35.98406219482422,36.03751832705759,33.87259425089388,34.05077795976688,12956400
2010-07-08,36.60769271850586,36.794784028483825,35.50295676700489,36.794784028483825,10947900
2010-07-09,38.20244216918945,38.64789973935724,36.42951954455018,36.44733825518548,13379000
2010-07-12,36.981876373291016,38.15788717973113,36.40278372164492,38.15788717973113,9855000
2010-07-13,37.94406509399414,38.38952253656342,37.400606470288324,38.238065238833165,11452800
2010-07-14,38.57661819458008,38.91516684068876,37.026428022923646,37.87279454033892,14356600
2010-07-15,38.23809051513672,38.36282153630563,37.27590357041491,38.30045772500758,10716100
2010-07-16,36.84824752807617,38.07771126590293,36.70570125402171,37.87279781078909,9223400
2010-07-19,36.72353744506836,37.46299553168591,36.269168643703125,37.34717556682791,7822800
2010-07-20,39.45863342285156,39.62790608049847,36.01970034659489,36.01970034659489,17013800
2010-07-21,39.90408706665039,41.587916016390416,39.65462853436095,40.59009208294657,18269000
2010-07-22,41.623558044433594,42.113560710744295,40.58118552290487,41.02664311020036,13138500
2010-07-23,43.56575012207031,43.60138414346085,41.45427887003834,41.94428489808674,17263600
2010-07-26,43.556846618652344,44.27848920441201,42.70156878272593,43.68157421157011,15187500
2010-07-27,40.76827621459961,42.75502001157593,40.09118218856426,42.49665379959244,24728400
2010-07-28,39.5298957824707,40.76826703181088,39.21807690622348,40.29608319104485,14747200
2010-07-29,38.995357513427734,40.22482140324409,38.30935242268135,39.97536284388161,13941000
2010-07-30,39.4942626953125,39.99317290903466,38.28261777872279,38.46079805586874,11967700
2010-08-02,41.7037353515625,42.006646609136325,40.224816481895274,40.536635394733956,13220400
2010-08-03,41.873023986816406,42.746120674883024,41.53447518170566,41.66811385173091,10593900
2010-08-04,42.83518600463867,42.95991353516579,41.83735896328111,42.17590754511922,11259700
2010-08-05,42.469913482666016,42.728279630461756,42.08682318583506,42.60355208285575,7297000
2010-08-06,43.20940017700195,43.36085417517341,41.90866441001153,41.94430184437168,11981100
2010-08-09,43.57503128051758,43.83366408460324,43.11127696349174,43.78015279345774,7052900
2010-08-10,42.629676818847656,42.986411882601445,42.041066345108305,42.86155563091093,10139300
2010-08-11,40.41794204711914,41.72893994093331,40.22173735496223,41.25626531001701,9336700
2010-08-12,40.257408142089844,40.73007933086829,39.329899460418645,39.472592842054326,9414800
2010-08-13,40.22172546386719,41.14031710387523,40.12362654886942,40.32874802908306,8060100
2010-08-16,40.48929214477539,41.2205962435966,39.95418934426882,40.2306592946345,7281700
2010-08-17,42.20161056518555,42.97750566984135,41.26518496962456,41.416795209880114,11463700
2010-08-18,44.226070404052734,45.11790485188435,41.71109753333386,42.13026081247982,28167800
2010-08-19,42.61185073852539,45.83137378382401,42.504831552571126,45.117906873997946,23163800
2010-08-20,41.969722747802734,42.69210634254421,41.03329402530734,42.540496146835245,14370000
2010-08-23,40.69440841674805,42.504831328789834,40.64089712301335,42.19269062053386,10826400
2010-08-24,38.82155990600586,40.123641036318794,38.741294654151496,39.48151902148387,13290700
2010-08-25,38.1883659362793,38.86616229072979,37.54624379039562,38.51834386032295,14193000
2010-08-26,37.4570426940918,38.99991571109907,37.33218642944398,38.73236608655688,10084500
2010-08-27,38.98209762573242,39.16046526310206,37.01114356789314,38.09026284096391,12497000
2010-08-30,37.37678146362305,39.071268270396715,37.34110726931491,38.74128707616412,10236100
2010-08-31,37.894039154052734,38.92856675819746,37.17165217966291,37.17165217966291,12142300
2010-09-01,39.63313674926758,39.838258342233665,38.794813273395775,39.267484622314164,10529600
2010-09-02,40.40010452270508,40.66765420787289,39.20504608701526,39.82041410518795,9605300
2010-09-03,41.01547622680664,41.47031039225853,40.67657811402969,41.33653383661314,9552400
2010-09-07,42.8883171081543,43.47692768534974,40.84601548346164,40.8906065237489,25123200
2010-09-08,42.8883171081543,43.82474256250001,42.75454058521421,43.138029655425605,15552600
2010-09-09,41.835960388183594,43.75340611326957,41.07790234919367,43.69097796427412,16185500
2010-09-10,42.31755828857422,42.709964341962376,41.06898831548907,41.72894750745225,9691100
2010-09-13,43.08453369140625,43.610716277403064,42.808063721787846,43.271818153690056,9403000
2010-09-14,41.764625549316406,42.53160062383574,41.49707238616431,42.22837665406585,14828400
2010-09-15,40.828189849853516,41.66651661176719,40.489295126859595,41.51490294972949,15465100
2010-09-16,41.46138381958008,41.90730103105207,40.57846624395107,40.596303340659354,11018800
2010-09-17,41.2027587890625,41.94297973059132,41.02439119042746,41.92514263051992,8778700
2010-09-20,40.52496337890625,40.72116808140966,39.552863519716055,40.578474680156006,14728600
2010-09-21,40.123619079589844,40.667635042147985,39.695535702572634,40.5962900806966,12964300
2010-09-22,38.785888671875,41.024392045255695,38.7145402701027,40.54280053952981,17191700
2010-09-23,37.4570426940918,38.64318401240217,37.27867514370432,38.33103994870457,18815200
2010-09-24,38.554012298583984,38.634277554806296,37.86729919581072,38.268625476922274,15472700
2010-09-27,38.16160583496094,38.76805367460926,38.03674952716497,38.76805367460926,9344000
2010-09-28,38.937503814697266,39.04452302872275,37.98324093461133,38.39348409010857,10514800
2010-09-29,39.51719284057617,39.83825044280941,38.46482772736547,38.62535822952161,11449400
2010-09-30,39.0980110168457,40.24847793818425,38.64317707696259,40.08794751185434,11209400
2010-10-01,38.910728454589844,40.087949367448864,38.53615630845601,39.88282790254984,12299200
2010-10-04,37.83161926269531,38.4469872678906,37.358948048797636,38.4469872678906,11985600
2010-10-05,38.348876953125,38.741282841385626,37.50163364234965,38.446979275709666,13990900
2010-10-06,39.312068939208984,39.62420967359464,38.215109439330604,38.25970388888185,13052600
2010-10-07,39.65096664428711,39.8114971490882,38.750215169195755,39.713394795923186,13062800
2010-10-08,40.953041076660156,41.20275706513265,39.70447474261301,39.82933103580984,14201800
2010-10-11,40.68549346923828,41.604085419970616,40.426864021010175,41.06006577004152,8841400
2010-10-12,39.98094940185547,40.09688545804549,39.481520767993395,40.03445730407263,11301700
2010-10-13,40.03446578979492,40.56064848629548,39.303161486466,40.43579215188517,14469800
2010-10-14,39.115875244140625,40.04338426145602,38.80373101992574,39.97203584377954,10540500
2010-10-15,38.9553337097168,39.59745567922077,38.438068033821075,39.52610728168529,10783100
2010-10-18,39.51719284057617,39.633128890516346,38.52725587797296,38.669949279658525,9114300
2010-10-19,37.911888122558594,38.88398799247441,37.59083051775479,38.812642992099924,15305300
2010-10-20,38.42022705078125,38.794795860575476,37.85837043401171,38.19726845388139,9789600
2010-10-21,37.66218185424805,38.61644478409144,36.83277524762459,38.571853726095696,13661600
2010-10-22,37.70677185058594,37.96540474259078,37.073569999467516,37.769200010438205,8285700
2010-10-25,37.69784927368164,38.17052052707169,37.37678827059443,38.12592947710492,10881200
2010-10-26,36.431453704833984,36.69008663807845,35.47719064969898,35.75366068889963,19589400
2010-10-27,35.896324157714844,36.38683225460978,35.53067229616656,36.0479343286137,11790800
2010-10-28,36.09254455566406,36.146052450189856,35.65554413859055,36.146052450189856,8886800
2010-10-29,38.09917068481445,38.161598827248596,35.89633839524834,35.94984968965416,15186000
2010-11-01,38.607505798339844,39.133688146002676,38.22401679570027,38.43805511219631,11637900
2010-11-02,39.998775482177734,40.221734104491055,39.28530857119084,39.329899615237785,13019800
2010-11-03,40.73007583618164,40.93520074413164,39.87391561982709,40.13254841500032,13592600
2010-11-04,42.21051788330078,42.27294601040608,41.39894542677631,41.470293801798235,12874000
2010-11-05,43.29856491088867,43.47693249384325,42.272957262537524,42.469158541916755,15857200
2010-11-08,42.58435821533203,43.25392358536686,42.245110807617095,42.93253166285645,9648600
2010-11-09,42.13797378540039,43.64672625740334,41.7719449179637,43.21820490569099,18696900
2010-11-10,42.52188491821289,42.74507347565908,41.727334198598385,42.37011492824418,10396700
2010-11-11,42.67363739013672,43.039666367076755,41.96836096450548,42.09334937603403,8307500
2010-11-12,42.1022834777832,42.977182092474266,41.620195443488136,42.00407998128754,9844900
2010-11-15,41.55769729614258,42.20048125475136,41.4952047896763,42.146914789671904,7971500
2010-11-16,40.557804107666016,41.147021460574116,40.138208745315346,41.03096251672673,10528400
2010-11-17,40.4595947265625,41.272000403426006,40.09356587007641,40.39710224415645,7573700
2010-11-18,41.396995544433594,41.86122796041375,41.08453305559393,41.18273652511088,6857700
2010-11-19,42.727203369140625,42.93253636309415,41.0934620527132,41.39699852325013,11226800
2010-11-22,42.37009048461914,43.20035171178198,42.03977256372607,42.46829393813509,8597900
2010-11-23,41.55769729614258,42.173699725004724,41.120249750878635,41.92372629355343,9966400
