cov,var_SPY,mean_SPY,var_NVDA,mean_NVDA,rSPY_t-10,rNVDA_t-10,rSPY_t-9,rNVDA_t-9,rSPY_t-8,rNVDA_t-8,rSPY_t-7,rNVDA_t-7,rSPY_t-6,rNVDA_t-6,rSPY_t-5,rNVDA_t-5,rSPY_t-4,rNVDA_t-4,rSPY_t-3,rNVDA_t-3,rSPY_t-2,rNVDA_t-2,rSPY_t-1,rNVDA_t-1
9.71294782051271e-05,5.870212590731188e-05,0.0015392855950613015,0.00033125918706365236,-0.005719610604065206,0.0026475203347495757,0.014602365505592019,0.0007038040640714449,0.006396705062835073,0.0042212729317943065,-0.019597364956717156,0.003327491911027991,0.002160752059144233,0.0013971158945382811,-0.014015867742045551,-0.009326475770116138,-0.03389877129898866,0.008445815749894559,0.013582740409951333,0.00270470896585695,-0.015634078750998315,-0.011224105639797144,-0.02949498393555705,0.01249570750859319,0.018702397606132015
0.00011051324630186625,9.270431418275268e-05,0.00025767187646922316,0.0002961196751275687,-0.007581442287958174,0.0007038040640714449,0.006396705062835073,0.0042212729317943065,-0.019597364956717156,0.003327491911027991,0.002160752059144233,0.0013971158945382811,-0.014015867742045551,-0.009326475770116138,-0.03389877129898866,0.008445815749894559,0.013582740409951333,0.00270470896585695,-0.015634078750998315,-0.011224105639797144,-0.02949498393555705,0.01249570750859319,0.018702397606132015,-0.010168616851171208,-0.004015951333337653
0.00015284132745353268,0.00013057704058661024,-0.0017356215281691067,0.00032666096007162983,-0.010006810899601926,0.0042212729317943065,-0.019597364956717156,0.003327491911027991,0.002160752059144233,0.0013971158945382811,-0.014015867742045551,-0.009326475770116138,-0.03389877129898866,0.008445815749894559,0.013582740409951333,0.00270470896585695,-0.015634078750998315,-0.011224105639797144,-0.02949498393555705,0.01249570750859319,0.018702397606132015,-0.010168616851171208,-0.004015951333337653,-0.019229129982311854,-0.01785698105360245
0.00018383965320698336,0.00013207053522338344,-0.004386914991632118,0.0003946468741361902,-0.011507490175344071,0.003327491911027991,0.002160752059144233,0.0013971158945382811,-0.014015867742045551,-0.009326475770116138,-0.03389877129898866,0.008445815749894559,0.013582740409951333,0.00270470896585695,-0.015634078750998315,-0.011224105639797144,-0.02949498393555705,0.01249570750859319,0.018702397606132015,-0.010168616851171208,-0.004015951333337653,-0.019229129982311854,-0.01785698105360245,-0.022291661702835808,-0.034604157714138606
0.00017546346806370514,0.0001269099347163454,-0.004206886605524496,0.0004237175090224876,-0.01002248844216711,0.0013971158945382811,-0.014015867742045551,-0.009326475770116138,-0.03389877129898866,0.008445815749894559,0.013582740409951333,0.00270470896585695,-0.015634078750998315,-0.011224105639797144,-0.02949498393555705,0.01249570750859319,0.018702397606132015,-0.010168616851171208,-0.004015951333337653,-0.019229129982311854,-0.01785698105360245,-0.022291661702835808,-0.034604157714138606,0.005127775772104215,0.017010769390913838
0.00021041579916619758,0.00013170153643695092,-0.004765692950673373,0.0005610488625484165,-0.011786962733380691,-0.009326475770116138,-0.03389877129898866,0.008445815749894559,0.013582740409951333,0.00270470896585695,-0.015634078750998315,-0.011224105639797144,-0.02949498393555705,0.01249570750859319,0.018702397606132015,-0.010168616851171208,-0.004015951333337653,-0.019229129982311854,-0.01785698105360245,-0.022291661702835808,-0.034604157714138606,0.005127775772104215,0.017010769390913838,-0.004190947556950486,-0.031660610654181354
0.00021572518766714403,0.00013444943790590782,-0.003357313078951574,0.0005596949469588425,-0.005682694533434352,0.008445815749894559,0.013582740409951333,0.00270470896585695,-0.015634078750998315,-0.011224105639797144,-0.02949498393555705,0.01249570750859319,0.018702397606132015,-0.010168616851171208,-0.004015951333337653,-0.019229129982311854,-0.01785698105360245,-0.022291661702835808,-0.034604157714138606,0.005127775772104215,0.017010769390913838,-0.004190947556950486,-0.031660610654181354,0.00475732294710185,0.027143910700474727
0.0002022513702804684,0.00011991851068859821,-0.005349154269365363,0.0006069942029325421,-0.010404330005784269,0.00270470896585695,-0.015634078750998315,-0.011224105639797144,-0.02949498393555705,0.01249570750859319,0.018702397606132015,-0.010168616851171208,-0.004015951333337653,-0.019229129982311854,-0.01785698105360245,-0.022291661702835808,-0.034604157714138606,0.005127775772104215,0.017010769390913838,-0.004190947556950486,-0.031660610654181354,0.00475732294710185,0.027143910700474727,-0.011472596154243342,-0.03363361431354783
0.00038617290352127034,0.0001569022050172865,-0.0067064554272766915,0.0013406006893018063,-0.013191447823077029,-0.011224105639797144,-0.02949498393555705,0.01249570750859319,0.018702397606132015,-0.010168616851171208,-0.004015951333337653,-0.019229129982311854,-0.01785698105360245,-0.022291661702835808,-0.034604157714138606,0.005127775772104215,0.017010769390913838,-0.004190947556950486,-0.031660610654181354,0.00475732294710185,0.027143910700474727,-0.011472596154243342,-0.03363361431354783,-0.010868302613256331,-0.04350525692392593
0.00038738576665231874,0.00017585437291392573,-0.0040289531060492935,0.0012896919571976505,-0.0025746389618920727,0.01249570750859319,0.018702397606132015,-0.010168616851171208,-0.004015951333337653,-0.019229129982311854,-0.01785698105360245,-0.022291661702835808,-0.034604157714138606,0.005127775772104215,0.017010769390913838,-0.004190947556950486,-0.031660610654181354,0.00475732294710185,0.027143910700474727,-0.011472596154243342,-0.03363361431354783,-0.010868302613256331,-0.04350525692392593,0.015550917572476841,0.07667310467629251
